2023-01-01 00:00:00;;30;;Lapiz_S_3h;;10;;33;;330
2023-01-01 00:00:00;;15;;marcadores_12;;28;;5;;140
2023-01-01 00:00:00;;22;;plastaformo;;16;;43;;688
2023-01-01 00:00:00;;45;;cinta adheciva;;29;;7;;203
2023-01-01 00:00:00;;47;;lapices de color_12;;12;;45;;540
2023-01-01 00:00:00;;42;;resaltador;;15;;2;;30
2023-01-01 00:00:00;;8;;pegamento_V;;14;;36;;504
2023-01-02 00:00:00;;9;;borrador;;14;;36;;504
2023-01-02 00:00:00;;16;;tapas_carpeta;;10;;13;;130
2023-01-02 00:00:00;;8;;corrector_barra;;24;;1;;24
2023-01-02 00:00:00;;20;;cuaderno_50;;17;;7;;119
2023-01-02 00:00:00;;11;;cuaderno_100;;15;;13;;195
2023-01-02 00:00:00;;28;;anillado_50;;23;;19;;437
2023-01-02 00:00:00;;48;;marcadores_12;;25;;42;;1050
2023-01-02 00:00:00;;36;;plastaformo;;21;;35;;735
2023-01-03 00:00:00;;42;;cinta adheciva;;25;;37;;925
2023-01-03 00:00:00;;1;;lapices de color_12;;11;;43;;473
2023-01-03 00:00:00;;7;;resaltador;;28;;36;;1008
2023-01-03 00:00:00;;6;;pegamento_V;;30;;41;;1230
2023-01-03 00:00:00;;12;;borrador;;22;;10;;220
2023-01-03 00:00:00;;1;;tapas_carpeta;;12;;25;;300
2023-01-04 00:00:00;;33;;Lapiz_S_3h;;11;;11;;121
2023-01-04 00:00:00;;26;;marcadores_12;;12;;4;;48
2023-01-04 00:00:00;;5;;marcadores_13;;16;;19;;304
2023-01-04 00:00:00;;43;;plastaformo;;19;;2;;38
2023-01-04 00:00:00;;36;;cinta adheciva;;10;;22;;220
2023-01-05 00:00:00;;4;;lapices de color_13;;30;;27;;810
2023-01-05 00:00:00;;13;;resaltador;;22;;2;;44
2023-01-05 00:00:00;;11;;pegamento_V;;30;;29;;870
2023-01-05 00:00:00;;14;;borrador;;20;;19;;380
2023-01-06 00:00:00;;23;;tapas_carpeta;;13;;37;;481
2023-01-06 00:00:00;;38;;Lapiz_S_3h;;26;;44;;1144
2023-01-06 00:00:00;;26;;marcadores_13;;15;;16;;240
2023-01-06 00:00:00;;8;;marcadores_14;;24;;17;;408
2023-01-06 00:00:00;;7;;plastaformo;;18;;43;;774
2023-01-07 00:00:00;;41;;cinta adheciva;;11;;9;;99
2023-01-07 00:00:00;;20;;lapices de color_14;;20;;5;;100
2023-01-07 00:00:00;;26;;resaltador;;25;;15;;375
2023-01-07 00:00:00;;1;;pegamento_V;;28;;41;;1148
2023-01-07 00:00:00;;4;;borrador;;27;;8;;216
2023-01-08 00:00:00;;3;;tapas_carpeta;;12;;39;;468
2023-01-08 00:00:00;;16;;Lapiz_S_3h;;24;;39;;936
2023-01-08 00:00:00;;25;;marcadores_14;;15;;37;;555
2023-01-08 00:00:00;;40;;marcadores_15;;14;;9;;126
2023-01-08 00:00:00;;33;;plastaformo;;27;;22;;594
2023-01-09 00:00:00;;5;;cinta adheciva;;12;;39;;468
2023-01-09 00:00:00;;32;;lapices de color_15;;24;;25;;600
2023-01-09 00:00:00;;35;;resaltador;;10;;22;;220
2023-01-09 00:00:00;;41;;pegamento_V;;10;;19;;190
2023-01-09 00:00:00;;20;;borrador;;19;;42;;798
2023-01-10 00:00:00;;38;;tapas_carpeta;;17;;2;;34
2023-01-10 00:00:00;;21;;Lapiz_S_3h;;30;;32;;960
2023-01-10 00:00:00;;46;;marcadores_15;;12;;5;;60
2023-01-10 00:00:00;;42;;marcadores_16;;15;;38;;570
2023-01-10 00:00:00;;10;;plastaformo;;12;;26;;312
2023-01-10 00:00:00;;42;;cinta adheciva;;20;;10;;200
2023-01-10 00:00:00;;46;;lapices de color_16;;18;;22;;396
2023-01-10 00:00:00;;48;;resaltador;;30;;7;;210
2023-01-10 00:00:00;;10;;pegamento_V;;21;;9;;189
2023-01-10 00:00:00;;35;;plastaformo;;25;;10;;250
2023-01-10 00:00:00;;43;;cinta adheciva;;14;;27;;378
2023-01-10 00:00:00;;49;;lapices de color_16;;18;;8;;144
2023-01-10 00:00:00;;3;;resaltador;;10;;45;;450
2023-01-10 00:00:00;;33;;pegamento_V;;18;;24;;432
2023-01-10 00:00:00;;4;;borrador;;19;;15;;285
2023-01-10 00:00:00;;38;;tapas_carpeta;;24;;36;;864
2023-01-10 00:00:00;;20;;Lapiz_S_3h;;24;;37;;888
2023-01-10 00:00:00;;34;;marcadores_17;;21;;33;;693
2023-01-11 00:00:00;;35;;marcadores_18;;18;;19;;342
2023-01-11 00:00:00;;29;;plastaformo;;21;;35;;735
2023-01-11 00:00:00;;49;;cinta adheciva;;16;;33;;528
2023-01-11 00:00:00;;20;;lapices de color_17;;30;;6;;180
2023-01-11 00:00:00;;33;;resaltador;;24;;21;;504
2023-01-11 00:00:00;;49;;pegamento_V;;26;;10;;260
2023-01-11 00:00:00;;32;;plastaformo;;19;;10;;190
2023-01-11 00:00:00;;33;;cinta adheciva;;19;;35;;665
2023-01-12 00:00:00;;5;;lapices de color_17;;27;;24;;648
2023-01-12 00:00:00;;13;;resaltador;;12;;33;;396
2023-01-12 00:00:00;;4;;pegamento_V;;25;;13;;325
2023-01-12 00:00:00;;31;;borrador;;25;;40;;1000
2023-01-12 00:00:00;;23;;tapas_carpeta;;25;;9;;225
2023-01-12 00:00:00;;8;;Lapiz_S_3h;;23;;30;;690
2023-01-12 00:00:00;;2;;marcadores_19;;13;;4;;52
2023-01-12 00:00:00;;18;;marcadores_20;;19;;22;;418
2023-01-12 00:00:00;;35;;plastaformo;;27;;39;;1053
2023-01-12 00:00:00;;6;;cinta adheciva;;21;;44;;924
2023-01-12 00:00:00;;39;;lapices de color_18;;19;;41;;779
2023-01-12 00:00:00;;42;;resaltador;;13;;25;;325
2023-01-12 00:00:00;;21;;pegamento_V;;30;;23;;690
2023-01-13 00:00:00;;13;;plastaformo;;16;;38;;608
2023-01-13 00:00:00;;3;;cinta adheciva;;28;;35;;980
2023-01-13 00:00:00;;40;;lapices de color_18;;11;;39;;429
2023-01-13 00:00:00;;18;;resaltador;;20;;20;;400
2023-01-13 00:00:00;;11;;pegamento_V;;29;;22;;638
2023-01-13 00:00:00;;29;;borrador;;30;;12;;360
2023-01-13 00:00:00;;44;;tapas_carpeta;;23;;36;;828
2023-01-13 00:00:00;;26;;Lapiz_S_3h;;10;;23;;230
2023-01-13 00:00:00;;14;;marcadores_21;;13;;7;;91
2023-01-13 00:00:00;;45;;marcadores_22;;14;;25;;350
